entry_time,entry_price,direction,exit_time,exit_price,exit_reason,pnl,pnl_pct,orb_high,orb_low,orb_mid,year
2022-01-03 10:18:00-05:00,476.3866,long,2022-01-03 11:11:00-05:00,475.47,stop,-0.9165999999999599,-0.1924067553537316,477.72,476.22,476.97,2022
2022-01-04 10:04:00-05:00,479.23,long,2022-01-04 10:10:00-05:00,479.51750000000004,target,0.28750000000002274,0.059992070613280206,479.98,479.055,479.51750000000004,2022
2022-01-05 10:30:00-05:00,477.51,short,2022-01-05 11:06:00-05:00,476.895,target,0.6150000000000091,0.12879311428033113,477.66,476.13,476.895,2022
2022-01-06 09:55:00-05:00,467.965,long,2022-01-06 10:04:00-05:00,466.47249999999997,stop,-1.4925000000000068,-0.3189341083200682,470.395,467.78,469.0875,2022
2022-01-07 09:47:00-05:00,468.5,short,2022-01-07 10:08:00-05:00,467.74,target,0.7599999999999909,0.16221985058697777,468.75,466.73,467.74,2022
2022-01-10 13:27:00-05:00,460.77,long,2022-01-10 13:50:00-05:00,461.885,target,1.115000000000009,0.24198624042364064,463.02,460.75,461.885,2022
2022-01-11 09:55:00-05:00,462.43,long,2022-01-11 10:04:00-05:00,463.845,target,1.4150000000000205,0.30599225828774523,465.46,462.23,463.845,2022
2022-01-12 10:01:00-05:00,472.49,short,2022-01-12 10:31:00-05:00,471.78499999999997,target,0.7050000000000409,0.14920950707952357,472.68,470.89,471.78499999999997,2022
2022-01-13 09:58:00-05:00,472.52,short,2022-01-13 10:00:00-05:00,472.245,target,0.27499999999997726,0.0581985947684706,472.74,471.75,472.245,2022
2022-01-14 09:47:00-05:00,463.2,short,2022-01-14 10:19:00-05:00,464.6,stop,-1.400000000000034,-0.3022452504317863,463.31,460.73,462.02,2022
2022-01-18 09:51:00-05:00,457.61,long,2022-01-18 10:06:00-05:00,458.71500000000003,target,1.1050000000000182,0.24147199580429146,459.96,457.47,458.71500000000003,2022
2022-01-19 12:12:00-05:00,457.97,long,2022-01-19 13:30:00-05:00,456.8038,stop,-1.1662000000000035,-0.2546455007969962,459.6124,457.74,458.6762,2022
2022-01-20 09:45:00-05:00,455.16,short,2022-01-20 09:56:00-05:00,456.36,stop,-1.1999999999999886,-0.2636435539151043,455.41,453.51,454.46000000000004,2022
2022-01-21 09:45:00-05:00,444.29,long,2022-01-21 09:46:00-05:00,445.24014468797975,target,0.95014468797973,0.2138568700577843,446.67,443.63,445.15,2022
2022-01-24 09:46:00-05:00,430.61,long,2022-01-24 09:51:00-05:00,428.65999999999997,stop,-1.9500000000000455,-0.45284596270408156,433.46,430.26,431.86,2022
2022-01-25 10:29:00-05:00,432.52,long,2022-01-25 10:37:00-05:00,430.395,stop,-2.125,-0.49130676038102283,434.67,431.82,433.245,2022
2022-01-26 09:57:00-05:00,441.31,short,2022-01-26 10:04:00-05:00,443.03499999999997,stop,-1.724999999999966,-0.3908816931408683,441.62,438.79,440.20500000000004,2022
2022-01-27 09:45:00-05:00,439.66,short,2022-01-27 10:09:00-05:00,441.39,stop,-1.7299999999999613,-0.39348587544920194,439.92,436.98,438.45000000000005,2022
2022-01-28 09:48:00-05:00,428.57,long,2022-01-28 10:12:00-05:00,430.835,target,2.2649999999999864,0.5285017616725357,433.15,428.52,430.835,2022
2022-02-01 09:48:00-05:00,449.01,long,2022-02-01 09:50:00-05:00,449.9890891310511,target,0.9790891310511256,0.2180550836398133,451.02,448.78,449.9,2022
2022-02-02 09:46:00-05:00,454.595,long,2022-02-02 10:01:00-05:00,455.475,target,0.8799999999999955,0.1935788998999099,456.39,454.56,455.475,2022
2022-02-03 10:22:00-05:00,451.98,short,2022-02-03 11:29:00-05:00,451.16999999999996,target,0.8100000000000591,0.17921146953406325,452.34,450.0,451.16999999999996,2022
2022-02-04 09:45:00-05:00,448.04,short,2022-02-04 09:52:00-05:00,446.6,target,1.4399999999999977,0.3213998750111592,448.13,445.07,446.6,2022
2022-02-07 09:57:00-05:00,449.32,short,2022-02-07 10:11:00-05:00,449.04499999999996,target,0.2750000000000341,0.061203596545899165,449.88,448.21,449.04499999999996,2022
2022-02-08 09:51:00-05:00,446.3601,long,2022-02-08 09:53:00-05:00,446.88,target,0.5199000000000069,0.11647546454085096,447.47,446.29,446.88,2022
2022-02-09 09:45:00-05:00,455.99,short,2022-02-09 09:51:00-05:00,455.64750000000004,target,0.3424999999999727,0.07511129630035147,456.29,455.005,455.64750000000004,2022
2022-02-10 11:33:00-05:00,454.41,short,2022-02-10 11:47:00-05:00,455.985,stop,-1.5749999999999886,-0.34660328777975585,454.42,451.29,452.855,2022
2022-02-11 09:56:00-05:00,449.69,short,2022-02-11 09:57:00-05:00,449.595,target,0.09499999999997044,0.021125664346543272,450.33,448.86,449.595,2022
2022-02-14 09:46:00-05:00,439.17,long,2022-02-14 09:49:00-05:00,440.1407328185359,target,0.9707328185359074,0.22103805326773399,441.14,439.115,440.1275,2022
2022-02-15 09:45:00-05:00,445.53,short,2022-02-15 09:49:00-05:00,444.53,target,1.0,0.2244517765358113,445.61,443.45,444.53,2022
2022-02-16 09:45:00-05:00,444.15,long,2022-02-16 09:46:00-05:00,444.3,target,0.1500000000000341,0.03377237419791379,444.81,443.79,444.3,2022
2022-02-18 09:45:00-05:00,436.16,long,2022-02-18 09:47:00-05:00,436.9331567961736,target,0.7731567961735664,0.1772644892180774,437.86,435.97,436.915,2022
2022-02-22 10:47:00-05:00,432.95,short,2022-02-22 10:59:00-05:00,431.73,target,1.2199999999999704,0.28178773530430085,432.97,430.49,431.73,2022
2022-02-24 10:02:00-05:00,413.84,short,2022-02-24 10:13:00-05:00,415.89,stop,-2.0500000000000114,-0.495360525807078,414.14,410.64,412.39,2022
2022-02-25 09:57:00-05:00,428.975,long,2022-02-25 10:08:00-05:00,429.94,target,0.964999999999975,0.22495483419779122,431.26,428.62,429.94,2022
2022-02-28 09:54:00-05:00,433.79,short,2022-02-28 10:08:00-05:00,433.025,target,0.7650000000000432,0.17635261301552435,434.18,431.87,433.025,2022
2022-03-01 09:54:00-05:00,435.083,long,2022-03-01 10:00:00-05:00,436.08000000000004,target,0.9970000000000141,0.22915167910490963,437.17,434.99,436.08000000000004,2022
2022-03-02 09:53:00-05:00,433.9,short,2022-03-02 10:08:00-05:00,432.995,target,0.9049999999999727,0.2085734040101343,434.09,431.9,432.995,2022
2022-03-03 09:47:00-05:00,440.7399,short,2022-03-03 09:48:00-05:00,440.13,target,0.6098999999999819,0.13838093623926082,440.88,439.38,440.13,2022
2022-03-04 09:58:00-05:00,431.38,long,2022-03-04 09:59:00-05:00,431.57,target,0.18999999999999773,0.04404469377347066,432.49,430.65,431.57,2022
2022-03-07 09:49:00-05:00,428.58,long,2022-03-07 10:14:00-05:00,426.935,stop,-1.6449999999999818,-0.3838256568201927,431.84,428.57,430.205,2022
2022-03-08 09:46:00-05:00,420.77,short,2022-03-08 09:50:00-05:00,419.455,target,1.3149999999999977,0.31252228058083936,421.15,417.76,419.455,2022
2022-03-09 09:57:00-05:00,423.95,long,2022-03-09 10:01:00-05:00,424.77,target,0.8199999999999932,0.1934190352635908,425.7,423.84,424.77,2022
2022-03-10 10:29:00-05:00,423.18,short,2022-03-10 10:33:00-05:00,422.72465,target,0.4553500000000099,0.1076019660664516,423.4,422.0493,422.72465,2022
2022-03-11 09:59:00-05:00,427.125,long,2022-03-11 10:00:00-05:00,426.235,stop,-0.8899999999999864,-0.208369915130228,428.77,427.08,427.92499999999995,2022
2022-03-14 10:02:00-04:00,421.939,short,2022-03-14 10:25:00-04:00,423.40000000000003,stop,-1.4610000000000127,-0.3462585824017246,421.97,419.11,420.54,2022
2022-03-15 09:45:00-04:00,418.64,long,2022-03-15 09:56:00-04:00,419.88,target,1.240000000000009,0.29619721001337884,421.33,418.43,419.88,2022
2022-03-16 09:50:00-04:00,432.13,short,2022-03-16 10:06:00-04:00,431.02,target,1.1100000000000136,0.25686714646055897,432.24,429.8,431.02,2022
2022-03-17 10:48:00-04:00,434.41,short,2022-03-17 11:08:00-04:00,435.19999999999993,stop,-0.7899999999999068,-0.18185585046382605,434.53,433.19,433.86,2022
2022-03-18 09:51:00-04:00,438.8501,short,2022-03-18 10:04:00-04:00,439.845,stop,-0.9949000000000296,-0.2267061121781742,438.97,437.22,438.095,2022
2022-03-21 09:58:00-04:00,444.3846,long,2022-03-21 10:07:00-04:00,443.28,stop,-1.104600000000005,-0.2485684697444522,446.46,444.34,445.4,2022
2022-03-23 09:53:00-04:00,446.165,long,2022-03-23 09:57:00-04:00,446.72,target,0.5550000000000068,0.12439344188809225,447.31,446.13,446.72,2022
2022-03-24 09:51:00-04:00,446.01,short,2022-03-24 10:05:00-04:00,446.84499999999997,stop,-0.8349999999999795,-0.1872155332840025,446.15,444.76,445.455,2022
2022-03-25 09:48:00-04:00,451.41,short,2022-03-25 09:57:00-04:00,450.91499999999996,target,0.4950000000000614,0.10965640991561139,451.53,450.3,450.91499999999996,2022
2022-03-28 09:51:00-04:00,452.85,short,2022-03-28 09:57:00-04:00,453.545,stop,-0.6949999999999932,-0.15347245224687936,452.92,451.67,452.295,2022
2022-03-29 10:02:00-04:00,459.47,long,2022-03-29 10:08:00-04:00,458.255,stop,-1.2150000000000318,-0.2644351100180712,461.75,459.42,460.58500000000004,2022
2022-03-30 09:46:00-04:00,459.94,long,2022-03-30 09:48:00-04:00,460.37495,target,0.4349500000000148,0.09456668261077854,460.8299,459.92,460.37495,2022
2022-03-31 09:45:00-04:00,457.47,long,2022-03-31 09:49:00-04:00,457.65999999999997,target,0.18999999999994088,0.041532778105655206,458.15,457.17,457.65999999999997,2022
2022-04-01 09:45:00-04:00,452.4695,long,2022-04-01 09:48:00-04:00,452.845,target,0.375500000000045,0.08298901914936697,453.46,452.23,452.845,2022
2022-04-05 10:05:00-04:00,456.47,short,2022-04-05 10:06:00-04:00,456.105,target,0.3650000000000091,0.07996144324928453,457.18,455.03,456.105,2022
2022-04-06 09:45:00-04:00,445.82,long,2022-04-06 10:08:00-04:00,444.83000000000004,stop,-0.9899999999999523,-0.2220627158942964,447.59,445.75,446.66999999999996,2022
2022-04-07 10:01:00-04:00,447.3906,short,2022-04-07 10:04:00-04:00,446.47249999999997,target,0.9181000000000381,0.20521217924561627,447.655,445.29,446.47249999999997,2022
2022-04-08 09:45:00-04:00,446.8,long,2022-04-08 10:08:00-04:00,447.3275,target,0.527499999999975,0.11806177260518687,448.2,446.455,447.3275,2022
2022-04-12 09:45:00-04:00,444.035,short,2022-04-12 09:50:00-04:00,444.93499999999995,stop,-0.8999999999999204,-0.2026867251455224,444.08,442.37,443.225,2022
2022-04-13 09:50:00-04:00,440.05,short,2022-04-13 09:56:00-04:00,438.955,target,1.0950000000000273,0.2488353596182314,440.07,437.84,438.955,2022
2022-04-14 09:45:00-04:00,443.0,long,2022-04-14 10:06:00-04:00,441.65495,stop,-1.3450500000000147,-0.30362302483070314,444.7301,442.68,443.70505,2022
2022-04-18 10:25:00-04:00,439.37,short,2022-04-18 11:17:00-04:00,438.095,target,1.2749999999999773,0.29018822404806366,439.46,436.73,438.095,2022
2022-04-19 09:48:00-04:00,439.51,short,2022-04-19 09:53:00-04:00,440.79999999999995,stop,-1.2899999999999636,-0.29350868012103565,439.76,437.68,438.72,2022
2022-04-20 10:17:00-04:00,445.59,long,2022-04-20 10:37:00-04:00,446.57,target,0.9800000000000182,0.2199331223770772,447.57,445.57,446.57,2022
2022-04-21 09:51:00-04:00,449.93,short,2022-04-21 09:54:00-04:00,449.24,target,0.6899999999999977,0.15335718889605,449.94,448.54,449.24,2022
2022-04-22 10:18:00-04:00,433.895,long,2022-04-22 11:03:00-04:00,432.145,stop,-1.75,-0.40332338468984436,437.23,433.84,435.53499999999997,2022
2022-04-25 09:45:00-04:00,421.85,long,2022-04-25 09:50:00-04:00,422.7905,target,0.9404999999999859,0.22294654498043995,423.87,421.711,422.7905,2022
2022-04-26 09:45:00-04:00,424.3,long,2022-04-26 10:15:00-04:00,423.26649999999995,stop,-1.0335000000000605,-0.24357765731794967,426.04,424.191,425.1155,2022
2022-04-27 09:56:00-04:00,420.5533,short,2022-04-27 10:08:00-04:00,418.865,target,1.6882999999999697,0.40144733140840166,420.58,417.15,418.865,2022
2022-04-28 09:51:00-04:00,419.68,long,2022-04-28 10:33:00-04:00,417.91999999999996,stop,-1.7600000000000477,-0.4193671368661951,423.08,419.64,421.36,2022
2022-04-29 09:45:00-04:00,423.33,long,2022-04-29 09:50:00-04:00,423.78,target,0.44999999999998863,0.10630004960668712,424.88,422.68,423.78,2022
2022-05-02 09:57:00-04:00,413.0,short,2022-05-02 10:06:00-04:00,411.15999999999997,target,1.8400000000000318,0.4455205811138092,413.07,409.25,411.15999999999997,2022
2022-05-03 09:47:00-04:00,413.98,long,2022-05-03 09:51:00-04:00,414.74585,target,0.7658500000000004,0.1849968597516789,415.7117,413.78,414.74585,2022
2022-05-04 09:46:00-04:00,416.9,short,2022-05-04 09:54:00-04:00,416.65,target,0.25,0.05996641880546894,417.15,416.15,416.65,2022
2022-05-06 09:45:00-04:00,407.68,long,2022-05-06 10:17:00-04:00,409.71,target,2.0299999999999727,0.49793956043955373,411.77,407.65,409.71,2022
2022-05-09 09:51:00-04:00,404.97,long,2022-05-09 09:53:00-04:00,405.235,target,0.26499999999998636,0.06543694594660995,406.41,404.06,405.235,2022
2022-05-10 09:56:00-04:00,403.39,long,2022-05-10 10:06:00-04:00,404.695,target,1.3050000000000068,0.32350826743350275,406.08,403.31,404.695,2022
