momentum,top_n,stop_loss,universe_size,total_return,annual_return,sharpe,max_dd,trades,stopped,win_rate
ret_12m,100,0.03,100,139.29024152031442,40.27471840899817,2.8266720344221814,-9.504203654374427,881,601,26.787741203178207
ret_12m,100,0.03,200,142.89451794880975,26.116474909264966,1.3913460673584293,-16.029571999178398,2076,1471,22.302504816955686
ret_12m,100,0.03,500,193.53845217932536,32.51843771948004,1.433028620831231,-22.08309492783132,2351,1589,19.77881752445768
ret_12m,100,0.03,1000,263.23431142861125,40.10937515012405,1.5953872646824638,-24.392859794297856,2564,1705,15.01560062402496
ret_12m,100,0.05,100,132.4505957072182,38.70568233353722,2.6784108070088837,-9.429059474194558,781,447,34.44302176696543
ret_12m,100,0.05,200,109.85129120445607,21.38567654039898,1.1597721471558327,-19.49771136659553,1850,1114,28.37837837837838
ret_12m,100,0.05,500,150.506235336185,27.138071995416556,1.223679961640559,-23.294517355187175,2164,1284,24.399260628465804
ret_12m,100,0.05,1000,210.79067088041649,34.51209152161887,1.39385052059856,-25.2503868608003,2405,1460,18.12889812889813
ret_12m,100,0.1,100,116.26766824907806,34.877122627925885,2.3518212867706874,-9.677839096417939,636,233,44.65408805031446
ret_12m,100,0.1,200,85.49760881887335,17.533072568117625,0.9500774290799603,-21.923386124356043,1497,574,37.34134936539746
ret_12m,100,0.1,500,111.02949859376837,21.56349898281413,0.9840474061721133,-24.90800139235289,1813,704,32.763375620518474
ret_12m,100,0.1,1000,151.6949163682603,27.29553201450823,1.108659947512643,-26.63853541950761,2079,961,24.434824434824435
mom_risk_adj,10,0.03,100,216.2190579805462,35.122456522763734,1.0234937000453013,-37.69710701881585,268,182,24.253731343283583
mom_risk_adj,10,0.03,200,213.7562332957399,34.84650466339085,0.932041346417685,-40.713126395402654,277,188,22.743682310469314
mom_risk_adj,10,0.03,500,285.37791810016455,42.29405042614678,1.0637169176620287,-41.2036726963482,310,203,21.935483870967744
mom_risk_adj,10,0.03,1000,72.65069748140576,15.34807364379307,0.5261625232552407,-57.57239033227026,323,218,14.860681114551083
mom_risk_adj,10,0.05,100,191.38451688921992,32.26350145992989,0.9859908496024437,-38.731147160210924,252,148,29.761904761904763
mom_risk_adj,10,0.05,200,176.07609333671869,30.41032329297615,0.8665928019059423,-41.82275793032078,257,150,29.18287937743191
mom_risk_adj,10,0.05,500,214.84122820271398,34.96827139644905,0.9348845844933643,-41.5839653628175,294,173,27.2108843537415
mom_risk_adj,10,0.05,1000,96.34481013361955,19.292528917330287,0.6102402695163783,-47.3765958419481,310,190,19.032258064516128
mom_risk_adj,10,0.1,100,89.8821839305421,18.253186084986318,0.6522794584558571,-41.135994379071995,225,89,36.888888888888886
mom_risk_adj,10,0.1,200,148.78928924096647,26.909657665681408,0.8019434011806859,-44.19948163304833,216,77,39.351851851851855
mom_risk_adj,10,0.1,500,198.65188605066731,33.118169071009085,0.8915506091932697,-42.98646184607525,258,105,35.65891472868217
mom_risk_adj,10,0.1,1000,100.36837325668806,19.926912562702714,0.6297574394768028,-42.06914827278265,275,118,27.27272727272727
mom_risk_adj,20,0.03,100,178.51141375608597,30.710126973936248,1.037647306304206,-33.40036390216391,482,330,24.481327800829874
mom_risk_adj,20,0.03,200,247.14848003375488,38.45984286863955,1.241452575487149,-33.20614314851668,509,342,26.719056974459725
mom_risk_adj,20,0.03,500,323.64425085700714,45.8601281503926,1.3219327498129063,-39.81750324225519,546,334,23.809523809523807
mom_risk_adj,20,0.03,1000,290.1860571542027,42.7561050314482,1.330154850102245,-33.266441440107435,582,360,20.962199312714777
mom_risk_adj,20,0.05,100,151.41256655838612,27.25818003299181,1.0329746134092517,-35.345060573897825,449,264,31.180400890868597
mom_risk_adj,20,0.05,200,206.5315829688235,34.02766587283337,1.158641277893953,-34.568445810693795,466,271,32.40343347639485
mom_risk_adj,20,0.05,500,241.64464051872648,37.88249118037965,1.1707343535768553,-40.39991993801644,516,282,27.51937984496124
mom_risk_adj,20,0.05,1000,239.0967333020663,37.61288793455746,1.2090697964605162,-33.82721070099426,558,315,24.551971326164875
mom_risk_adj,20,0.1,100,88.48953462943226,18.02580335520776,0.768458098600947,-35.091123496140206,385,143,39.48051948051948
mom_risk_adj,20,0.1,200,151.14631132014847,27.22292880553523,0.9849194073446356,-33.86410871870865,406,149,39.90147783251231
mom_risk_adj,20,0.1,500,175.00974226190985,30.278433491518975,0.9728969200215214,-42.958185006445426,454,153,35.90308370044053
mom_risk_adj,20,0.1,1000,196.29374758793975,32.84254377468165,1.0755748448964155,-35.15516939888062,496,187,33.46774193548387
mom_risk_adj,30,0.03,100,167.89945166688446,29.389214806813314,1.2928273671321366,-25.975518227303656,654,464,23.08868501529052
mom_risk_adj,30,0.03,200,174.0462108104199,30.158935542435827,1.1963059194468542,-26.42360536132133,735,511,23.537414965986393
mom_risk_adj,30,0.03,500,259.97458467783775,39.77952756985725,1.2619514981541706,-38.66363123908877,754,474,22.679045092838194
mom_risk_adj,30,0.03,1000,285.2600442896158,42.28266960120415,1.45975382075483,-32.891828824738774,836,533,19.37799043062201
mom_risk_adj,30,0.05,100,138.26828025325045,25.483965177700796,1.1564700460362478,-26.372596424296198,591,360,28.934010152284262
mom_risk_adj,30,0.05,200,139.40213326986543,25.639821518302618,1.0686314184510357,-27.481224610687345,672,395,30.80357142857143
mom_risk_adj,30,0.05,500,199.89421879196178,33.26273016628632,1.1268905672099672,-38.50818067845289,708,391,26.55367231638418
mom_risk_adj,30,0.05,1000,212.63496576232578,34.72033993605326,1.2402712094722805,-34.02346905424485,793,459,22.57250945775536
mom_risk_adj,30,0.1,100,88.84252981907039,18.083555197257905,0.8609848341143489,-31.25428538181147,494,198,37.85425101214575
mom_risk_adj,30,0.1,200,106.97210692103863,20.948008292455512,0.9003811012617404,-28.09126344864871,576,203,39.0625
mom_risk_adj,30,0.1,500,135.71869653396874,25.13149524506204,0.9142059150783928,-39.11758188188549,617,222,33.71150729335494
mom_risk_adj,30,0.1,1000,148.72755054265326,26.901422587828883,0.9994088512173989,-35.08850341519984,697,271,30.84648493543759
mom_risk_adj,50,0.03,100,144.67658150409423,26.357749466904412,1.3377616918941173,-16.59749701757126,954,666,24.633123689727462
mom_risk_adj,50,0.03,200,175.09065506347073,30.28845428137805,1.4127436483356959,-20.783860144675604,1085,743,24.792626728110598
mom_risk_adj,50,0.03,500,234.73131076922215,37.14746864159251,1.4731947724803105,-30.28111538204946,1233,793,23.763179237631793
mom_risk_adj,50,0.03,1000,232.93194114363547,36.95432375590257,1.4424210466397511,-29.172683363913123,1301,822,19.60030745580323
mom_risk_adj,50,0.05,100,117.21327208427014,22.48495617862305,1.1670392967512253,-17.986160284711435,875,509,31.771428571428572
mom_risk_adj,50,0.05,200,134.99684363558845,25.03119073455611,1.203351775097546,-21.99801929976034,977,567,30.808597748208804
mom_risk_adj,50,0.05,500,186.6910510513602,31.70313205291111,1.3176375157517661,-29.9430180358217,1130,614,29.557522123893804
mom_risk_adj,50,0.05,1000,177.94505946170744,30.6405783948674,1.231940334360049,-29.852901534561326,1221,680,23.423423423423422
mom_risk_adj,50,0.1,100,84.42998011337247,17.355827326935835,0.9151716427262425,-21.60723338681557,725,261,39.724137931034484
mom_risk_adj,50,0.1,200,108.1548782925415,21.128343591953502,1.0301556991062473,-22.9799491538576,827,290,40.87061668681983
mom_risk_adj,50,0.1,500,127.01008670445559,23.9059139297896,1.0260387711521919,-31.184782760562186,981,330,37.20693170234455
mom_risk_adj,50,0.1,1000,131.15413418321063,24.493365898986386,1.0122771496431229,-30.543152841762012,1065,400,29.95305164319249
mom_risk_adj,100,0.03,100,139.29024152031414,40.274718408998126,2.8266720344221787,-9.504203654374436,881,601,26.787741203178207
mom_risk_adj,100,0.03,200,145.0290083350181,26.405310910103076,1.4705161720345232,-14.751396597844973,1947,1318,25.064201335387775
mom_risk_adj,100,0.03,500,194.91375721408897,32.68049471740719,1.602442879102354,-20.982571074198574,2189,1397,24.851530379168572
mom_risk_adj,100,0.03,1000,213.11113881098316,34.773959559960765,1.6003701620852901,-24.49310314045391,2427,1557,20.80758137618459
mom_risk_adj,100,0.05,100,132.45059570721818,38.70568233353722,2.678410807008884,-9.429059474194574,781,447,34.44302176696543
mom_risk_adj,100,0.05,200,116.72155076190532,22.412398020424273,1.2592065685806104,-16.555754975916475,1746,992,31.38602520045819
mom_risk_adj,100,0.05,500,156.37667087842414,27.91041633695206,1.3987340182849837,-21.773504478527343,1986,1060,30.866062437059416
mom_risk_adj,100,0.05,1000,169.31920319012653,29.568150885122414,1.3774920036993505,-24.981175800344886,2255,1245,25.49889135254989
mom_risk_adj,100,0.1,100,116.26766824907806,34.877122627925885,2.3518212867706874,-9.677839096417939,636,233,44.65408805031446
mom_risk_adj,100,0.1,200,91.58535301268861,18.529600343048692,1.0380006092757956,-19.297191760330335,1435,497,40.13937282229965
mom_risk_adj,100,0.1,500,121.28995106752049,23.08188500449946,1.1646377480467085,-23.390632624545074,1668,507,39.86810551558753
mom_risk_adj,100,0.1,1000,121.13713903280616,23.059656603350188,1.0857905035982711,-26.043544047629414,1929,671,33.38517366511146
