entry_date,exit_date,ticker,entry_price,exit_price,pnl_pct,exit_reason,hold_days,year
2020-12-31,2021-01-11,GBTC,28.90695571899414,33.785003662109375,16.87499711327254,stop_loss,11,2021
2020-12-31,2021-01-11,TAN,102.15968322753906,114.93460845947266,12.504859870679264,stop_loss,11,2021
2020-12-31,2021-01-11,ICLN,26.560819625854492,30.134870529174805,13.456101707950708,stop_loss,11,2021
2021-03-31,2021-04-06,MARA,48.02000045776367,52.45000076293945,9.22532332974928,stop_loss,6,2021
2021-03-31,2021-04-06,GBTC,45.203250885009766,45.72719192504883,1.1590782295102908,stop_loss,6,2021
2021-03-31,2021-04-06,RIOT,53.27000045776367,54.099998474121094,1.558096506898865,stop_loss,6,2021
2021-03-31,2021-04-07,ETHE,15.916370391845703,16.7838077545166,5.449969693563461,stop_loss,7,2021
2021-03-31,2021-04-20,ITB,65.34467315673828,67.75200653076172,3.6840545031866956,stop_loss,20,2021
2021-03-31,2021-04-20,XRT,82.97079467773438,83.28701782226562,0.38112584766663016,stop_loss,20,2021
2021-03-31,2021-04-28,XLU,27.909221649169922,28.589078903198242,2.435959205793692,stop_loss,28,2021
2021-03-31,2021-04-30,SLX,46.50377655029297,49.31233596801758,6.039422227756508,stop_loss,30,2021
2021-03-31,2021-04-30,XHB,67.86648559570312,72.66930389404297,7.076863132343969,rebalance,30,2021
2021-03-31,2021-04-30,KSA,32.163394927978516,33.819454193115234,5.148894477231125,rebalance,30,2021
2021-04-30,2021-05-10,LIT,61.386322021484375,59.46527862548828,-3.129432311197522,stop_loss,10,2021
