entry_date,exit_date,ticker,entry_price,exit_price,pnl_pct,exit_reason,hold_days,year
2021-04-30,2021-05-12,COPX,35.90859603881836,39.28469467163086,9.401923230757415,stop_loss,12,2021
2021-04-30,2021-05-12,PICK,37.01052474975586,39.82206344604492,7.596592362035093,stop_loss,12,2021
2021-04-30,2021-05-12,XLRE,36.908626556396484,35.415714263916016,-4.0448871490769145,stop_loss,12,2021
2021-04-30,2021-05-13,ETHE,24.648576736450195,29.804269790649414,20.916798196201757,stop_loss,13,2021
2021-04-30,2021-05-13,DBA,16.822425842285156,16.941282272338867,0.7065356160165237,stop_loss,13,2021
2021-04-30,2021-05-14,CPER,27.43000030517578,28.670000076293945,4.520597000810778,stop_loss,14,2021
2021-04-30,2021-05-18,KRBN,22.783613204956055,24.647661209106445,8.1815293622739,stop_loss,18,2021
2021-04-30,2021-05-18,UNG,42.040000915527344,43.2400016784668,2.85442611038631,stop_loss,18,2021
2021-04-30,2021-06-11,EPOL,17.235811233520508,19.225385665893555,11.543259585621879,stop_loss,42,2021
2021-06-30,2021-07-01,RIOT,37.66999816894531,36.209999084472656,-3.8757609647994684,stop_loss,1,2021
2021-06-30,2021-07-02,MSTR,66.44999694824219,63.56100082397461,-4.347624163952657,stop_loss,2,2021
2021-06-30,2021-07-02,MARA,31.3700008392334,30.290000915527344,-3.442779390542239,stop_loss,2,2021
2021-06-30,2021-07-06,GNOM,99.42985534667969,95.95440673828125,-3.49537731527485,stop_loss,6,2021
2021-06-30,2021-07-07,UNG,52.31999969482422,50.15999984741211,-4.128440099409614,stop_loss,7,2021
2021-06-30,2021-07-07,ARKK,128.6363983154297,122.22325897216797,-4.985478004084065,stop_loss,7,2021
2021-06-30,2021-07-07,ARKG,91.92035675048828,88.1441650390625,-4.10811254973259,stop_loss,7,2021
2021-06-30,2021-07-07,ARKW,149.90975952148438,144.37339782714844,-3.6931295947696396,stop_loss,7,2021
2021-06-30,2021-07-14,WCLD,55.88999938964844,55.16999816894531,-1.2882469646912864,stop_loss,14,2021
2021-06-30,2021-07-14,TAN,88.80813598632812,83.3700942993164,-6.1233597874961525,stop_loss,14,2021
2021-08-31,2021-09-02,RIOT,37.31999969482422,35.959999084472656,-3.644160293335097,stop_loss,2,2021
2021-08-31,2021-09-07,MARA,40.59000015258789,39.38999938964844,-2.956395068805995,stop_loss,7,2021
2021-08-31,2021-09-07,ETHE,29.261566162109375,29.6174373626709,1.2161727728105642,stop_loss,7,2021
2021-08-31,2021-09-07,DAPP,24.643848419189453,25.223291397094727,2.3512682274659635,stop_loss,7,2021
2021-08-31,2021-09-07,BITQ,24.481863021850586,24.947731018066406,1.9029107212960916,stop_loss,7,2021
2021-08-31,2021-09-07,GBTC,34.119239807128906,34.15537643432617,0.10591275597446881,stop_loss,7,2021
2021-08-31,2021-09-10,ARGT,34.253841400146484,33.273834228515625,-2.8610139230301534,stop_loss,10,2021
2021-08-31,2021-09-13,BETZ,30.747806549072266,30.540849685668945,-0.673078461948251,stop_loss,13,2021
2021-08-31,2021-09-14,KRBN,28.02405548095703,27.644210815429688,-1.3554236137787279,stop_loss,14,2021
2021-08-31,2021-09-16,UNG,61.279998779296875,73.87999725341797,20.56135562192265,stop_loss,16,2021
2021-09-30,2021-10-01,UNG,80.63999938964844,77.12000274658203,-4.365075235253856,stop_loss,1,2021
2021-09-30,2021-10-06,URNM,33.90145492553711,33.61030578613281,-0.8588101603420606,stop_loss,6,2021
2021-09-30,2021-10-06,URA,20.477853775024414,20.254051208496094,-1.0929005011319992,stop_loss,6,2021
